commercial_id,title,transcription,log_prob
7QO9cfZtMCo.s2,orologi Swatch,music,-0.7363795042037964
7q-yikLvtVU.s1,shampoo Campus,shampoo Campus alla mela verde e la bellezza si scatela shampoo Campus gli splendidi capelli che riconosci dal profum,-0.5578191015455458
7rdeVsvWn0Q,Spot Peugeot 206 (2000),"ering a red under my toes In addition to that. I never met, or",-2.9214780807495115
7TmZK3NzH1M,SPOT NIKE 2004 | RICORDI SU NASTRO,ули,-4.882785320281982
7zrTq9mp5y8.s11,istituzionale Rai,Eternity DFF Despair Eternity,-3.431808070132607
80gzND1ufP0,Spot _ Sony PSP (2008),You've got the whole world in your hands.,-0.5120388544522799
811c9d56a024445786d5bdbc1cc6ca32_030,Alemagna Coppa Smeralda Gelato,"Due ciliegie Amma amarena Mmm, buona vaniglia Meringa Desiderio, capriccio, voglia Coppa Smeralda Meringa Desiderio, capriccio, voglia Coppa Smeralda",-0.8951486986736918
82f23e158b5d48b3979104a146b0e949_030,Citroen Ax,"Nueva Citroen Ax Nueva generación En nueva en la linea Nuevo design, nuevo confort Nuevo motor, nuevo prestación Nueva generación Nueva Citroen Ax Nueva Citroen Ax Nueva generación",-0.3263609749930246
84ded21bd6d2450e9c12c385799b117c_030,Swatch Pop Orologio,Poppin' Poppa Poppin' Poppa Poppin' Poppa Poppa,-0.7011343914529552
8700cc3f36d64e3a9c9d3dc54a56a3ea_030,Zino Davidoff Eau De Toilette,Zino Davidoff Zino Davidoff,-0.5344592730204264
87efa21cf28e4f459d218c5b066e7f3b_030,Perfetti Brooklyn Chewing Gum,"В день, как сегодня Мы прошли время Повернув любые буквы И пыль Как ты лачал, когда я кричал Будет bamamun",-0.9935336642795138
8844ecb92a044ba2b494192c5afd7417_030,Cagi Maglierie Cagi Biancheria Intima,Cagi Qualità Cagi Qualità a fiordipelle,-0.792331337928772
8a6974b630724a20b95d19ed1040c053_030,De Beers Diamanti,I will show it to you... you,-3.062265968322754
8e1b6dd8e41447239a992a8b575afca7_030,Molinari Sambuca,La buona musica non cambia mai. Molinari Sambuca,-0.43828351157052176
8efd318640004c6c96d2c83bf018ceb6_030,Motta Maxicono Bigusto,"Chájící můj hodný, chájící můj hodný, dělaj mi jistějte můj hodný. Chájící můj hodný, chájící můj hodný, jsi měnávájící dne. Vyběžu jenom, můj hodný, když si nevíš, že to je můj hodný. Chájící můj hodný, Maxicono, Maxi Stakeho, Maxica, solo motta é Maxi.",-0.7180903732396995
8f7ba42580ad4073ba91ceeae7d69bf5_030,Kim Top Line Abbigliamento,Kim Top Line Abbigliamento Kim Top Line,-0.979836724021218
8JS95sw0SUg,Vivident denti sani spot 2016,e puoi sbattere in alto e in sotto e noi lo sbatteremo in alto e in sotto e puoi sbattere da sinistra a sinistra,-0.5882620710007688
8lynZbCn314.s30,ceramiche Atlas Concorde,"Oh, sono belle sconvolgenti, d'accordo, son forti e resistenti, d'accordo Ah ah ah Atlas Concorde, ceramiche, ceramiche Atlas Concorde Sì sì sì D'accordo, d'accordo Preziose e raffinate D'accordo,<|tl|>ene tra skateboard colorate D'accordo, ah ah ah Atlas Concorde, ceramiche, ceramiche Atlas Concorde Si si si D'accordo, d'accordo Oh, d'accord!",-0.8055068840414791
8zhNOqu_fYE,"Spot ""Moschino Parfum"" - 2001",... Hum de galop J'ai NBA Khuy de為 ! Bonchons de la J'ai Thunder C'est de la Enbarись,-2.564618682861328
90Ne3gqBunw.s18,tariffa Tim Tribù (con Alessandra Mastronardi),Alessandra Mastronardi,-0.7673887252807617
90Ne3gqBunw.s5,abbigliamento Freddy,come averle.,-0.831458500453404
90Ne3gqBunw.s9,rum Pampero,"lo sport. Juanita, me la ricordo quando hai arrivata. Mai visto labbra come quelle. Per lei, il mio amico Mariano ha perso la dignità. Riccardo, la libertà. Miguel, molto di più. Però nessuno è riuscito ad avere quelle labbra. A parte me, Pampero, il rom più bevuto nei peggiori bar di Caracas.",-0.2765443403642256
90PVvO1a9l4.s2,parfum deodorant Sintony,Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony Sintony,-0.08047151565551758
911a2019d2ef4e6dbe0f17efba174b48_030,Kitkat Sogg. Autostop,"Se c'è bisogno di una pausa, è il momento di Kitkat. Croccante Waffer ricoperto di cioccolato al latte. Kitkat. Effetto pausa. Sottotitoli creati dalla comunità Amara.org",-0.3535152435302734
93e357a8e3e1416a99455ea100f381aa_030,Sagit Algida Viennetta,"Dieci minuti di tentazione. Tra poco Viennetta Algida si rivederà in tutta la sua perfezione, ma il punto è chi resisterà? Morbide onde di gelato, croccanti sfogli al cacao. Viennetta Algida, a un desser così unico, puoi resistere dieci minuti. Davvero?",-0.23098232981922862
9832aa88ebbc49c98a064f9acbfcc618_030,Findus Sofficini Sogg. Maestra,"Fide, è pronta la cena. Uffa, anche le maestre mangiano. Sorellina, eh sì? Ah, tutti. Sofficini Findus, il sorriso che c'è il re.",-0.6150242260524205
98MNS7ueb-A.s14,deodoranti Malizia Mirato,Malizia profumo di tesa Malizia profumo di tesa,-0.38157726469494047
98MNS7ueb-A.s8,scarpe Sprinter,Sprinter the best walker you,-0.67594895362854
9a35588cd333444db7d8c7b2463acb04_015,Louise Philippe Patrichs Rouge Eau de Cologne,"Patricks Rouge, impossível de me pegar.",-0.9254883252657377
9bZNtU36W14,SKY - SPOT NUOVA STAGIONE 2007,SKY AND NUOVA STAGIONE,-0.856259959084647
9c7c7db962094dd58437838273124ff9_030,Coca-Cola Sogg. Deejay,influence Woh che fini Il gusto c'è di una Coca-Cola Yeah! Que sensationi Sensazioni Unica,-1.5078688485281808
9e90e5bce0fe4bffb2669af7eae4695f_030,Zucchetti Rubinetti Con Beppe Tosco,"Zucchetti Rubinetti Con Beppe Tosco S'acchiamo Zucchetti, la libertà di fare con l'acqua tutto ciò che ti fa",-0.5109251141548157
9FpZ15ftpnk,Fiat Palio 'ciclista' (spot Italia1 maggio 2001),18 April 2009,-3.514767646789551
9HokdYILBO4,SALTA A BORDO 2008 - Ringo,RINGO 2019 Do your Ringo!,-0.8423256192888532
9iESVE4k0bw,Spot Sky Backyard 2004,"Rep 군 fucca Sy tran re Sy Today Per lui, più amici trovi, più risparmi. Coltivare le amicizie dai suoi frutti. Chiamale 199-100-800. Coltivare le amicizie dai suoi frutti. Chiamale 199-100-800.",-5.517493353949653
9IqP_Gphkeg,PlayStation 3 - Assassin's Creed 2 - Spot TV Italia (2009),"PS3், Sihat, Legacy Fandsinging, Thanks for watching!",-5.6697138468424475
9iT0Zt3rhIQ,Habbo Hotel - spot TV 2010 (Italia),upbringing quickly quickly the whom the,-3.655014841180099
9JpQqtNiXFk,YAMAMAY SUMMER COLLECTION - The Spot,YAMAMAY SUMMER COLLECTION,-0.45954993792942594
9ln3w9FqjAQ,Spot Nuova Golf Volkswagen 2017,einen Competition,-4.598514556884766
9mbS-CdNm4c,"Spot Nissan Juke ""Urbanproof energized"" - 2011",Nissan Juke Urban Proof Energized Nissan Juke Urban Proof Energized,-0.7828034487637606
9NkvGo_HESQ,Autostrade per l'Italia - spot Sicurezza Stradale 2023 con Giacomo Giorgio,"Stradale per l'Italia Ciao! Ciao! Ciao campione! Ciao papa! Hai finito il bagno? Sì, sì. La mamma ha fatto l'arrosto, hai visto? Esco, ma... Ora? Sì, ora. Ho proprio stasera che ti ho preparato l'arrosto. È buono. Te ne conservo un po' per quando torni. Non torno, mamma. Perché? Tra mezz'ora sarò vittima di un incidente stradale. Ah! 3.100 vittime di incidenti all'anno non è normale, ma è quello che sta succedendo. Non chiudere gli occhi. La sicurezza stradale riguarda anche te e le persone che ami di più. Ciao!",-0.5458443641662598
9o8hTVOdjXQ,Spot Sky Amore 2004,Sky Amore Vuoi più amore nella tua vita? Solo Sky ti offre il meglio del cinema romantico in prima TV su Sky. Le passioni non si fermano mai. Abbonarsi a febbraio conviene.,-0.5059755726864463
9pNFqJrLqGE.s5,orologi Eberhard & Co.,dal 1887 una tradizione che continua,-0.4463496208190918
9p-OvlTlS3k.s2,occhiali da sole Persol,"Dal 1930 Persol difende i vostri occhi dai raggi del sole. Persol, non vivere nell'ombra.",-0.3840863818214053
9p-OvlTlS3k.s6,jeans Levi's,his,-2.585222625732422
9qLwFFK6gno.s2,Martini,Hee hee 21,-4.54783684866769
9qLwFFK6gno.s5,pellicole Kodak Gold Ultra,O novită extraordinară! Novi Kodak Gold Ultra extraordinară!,-0.7502514521280924
9T36pxP2rDs.s49,detergente Vim Liquido,mi raccomando che sia tirata all'ustro anche qui addio libero uscita ma abbiamo questo lo usava anche mia madre fa una schiuma questo è nuovo si passa e non si sciacqua però che è di tua madre finito signore di già bravi ma avete usato questo? Signore sì! nuovo Vim Liquido facile la vita oggi,-0.31792351934644913
9WqjGfQwd2E,Spot Telefonini UMTS Tim - 9 Luglio 2005,"U-M-T-S, centrale. La sospetta ha ricevuto un messaggio a sospetto. Che faccio? Non sospettisco. Entra nell'estate U-M-T-S Tim con i nuovi telefonini U-M-T-S. Resta privata. Ah, privata. Ancora lei? Urbano per sicchetti. Venga, entri con noi. Lei è proprio un'agente speciale. Sì, FBI. No, meglio, U-M-T-S. Vieni qua. Sottotitoli creati dalla comunità Amara.org",-0.30079679231385925
9x6MeFK_i5E.s16,jeans 501 Levi's,cầu đề lạy I bet you're wondering how I knew I just passed to make me blue With some of the stars you knew before Between the two of those clouds you'll never love me more You took me by surprise Levi's 501,-0.5937806426501665
9x6MeFK_i5E.s19,"compilation ""Hits&Hits"" - CBS","TV, TV1, TV2, TV3, TV4, TV5, TV6, TV7, TV8, TV9, TV9, TV9, TV9, TV9, TV9, TV9, TV9,",-0.4668654315876511
9x6MeFK_i5E.s27,Vocabolario della lingua italiana Treccani,La conquista della parola La conquista della parola,-0.37373752064175075
9x6MeFK_i5E.s31,porto Sandeman,stare bene insieme è un gioco di gusto porto sandman insieme con gusto porto sandman insieme con gusto,-0.20075462081215598
9x6MeFK_i5E.s32,Fiat Uno,"... Uno, ¡t構 ceo! Uno, qué pasión.",-3.0440342242901144
9x6MeFK_i5E.s8,Provocation Society Clementoni,प्रवोकेश्यू प्रवोकेश्यू प्रवोकेश्यू प्रवोकेश्यू,-0.4562205987818101
a08b7dc3449a4a48a9d4fc0db712e1f3_030,Montenegro S.P.A. Vecchia Romagna Etichetta Nera,Montenegro S.P.A. Vecchia Romagna Montenegro S.P.A. Vecchia Romagna,-0.35315091609954835
A1SMXDBFqr8,Spot Mini One (Maggio 2003),"Spot Mini Ehm... fatto! Vedere? Guarda qua! A... B... C... Stop! M! Madrid! Ok, andiamo! Sottotitoli e revisione a cura di QTSS",-0.6685021209716797
a278fa7f824b456bb4598f67afaa0547_015,Levissima Acqua,"Niente levissima Levissima, la forza della leggerezza",-0.5392610913231259
a2dcdae6972e48628d4e267e9661cddf_045,Silvio Berlusconi Editore Spot Contro Violenza Negli Stadi,Grappling Defend your stadium. Defend our football. Those who love football hate violence.,-3.120285669962565
a32cffc6d82048b698ad08172395f614_030,Barbero 1891 Aperol Con Barbara Snellenburg,"Barbero 1891 Aperol Con Barbara Snellenburg Non so voi, ma io bevo Aperol",-0.4196651683134191
a361ccb731c84eb588ae81cf8a41c279_030,Parmalat Kyr Yogurt,"Kyr, oltre lo yogurt Parmalat Kyr, oltre lo yogurt",-0.5394960316744718
a3ad79388e3345318cca500a21b0f737_045,Artsana Control Nature Preservativi,"Sottotitoli creati dalla comunità Amara.org Di chi è questo? Allora, di chi è questo? Allora? È mio. È mio. È mio. È mio. È mio. È mio. È mio.",-0.3611564636230469
A-3zORmu8Zg,Spot _ Giochi Jamba per telefoni cellulari (2006),"Cosa c'è di meglio di un gioco Jamba? Due Giochi Jamba è ovvio! Scegli un gioco, scarica le due! Ti basta mandare un SMS al 48277 con G1 se vuoi The Sims 2 pezze, G2 se preferisci Metal Slug 3, manda G3 per Pirati dei Caraibi ai confini del mondo, G4 per Pac-Man o G5 se vuoi Super Puzzle Bobble. Solo col Club Jamba puoi scegliere ben due giochi a settimana. Manda un SMS al 48277. Ora! Sottotitoli creati dalla comunità Amara.org",-0.24930031691925436
a82437f57cdc409099c05cda1d2036d3_030,Palmolive Linea Shampoo,Scopri una nuova luce sui tuoi capelli con Linea Shampoo Palmolive. Sottotitoli creati dalla comunità Amara.org,-0.32118573555579555
a87c0a42c0454fb1bcc3e28ab1c24ea2_030,Amaro Lucano,Amaro Lucano Amaro Lucano,-0.7409268021583557
ab264d0f51c347debbe06a5d79d59556_030,Stefanel Abbigliamento Sogg. Estate,Stefanel in scena da protagonisti,-0.6114265701987527
ab6d255ebf9a48a9a52610af021dc5e1_030,Consorzio Vero Cuoio,sponge transportation you,-5.293434143066406
ab7a0ed1f50d4814a8cb8182227ef9c2_030,Atkinsons Euforia Profumo,"Euforia, e Contaggiosa Nuovo di Atkinsons",-0.8144264954787034
AbgUM13ZAiI.s20,caramelle Fisherman's Friend,Fisherman Fisherman Fisherman,-0.6102053202115573
ac144bc67f424c8f8fda2f4a8261bf02_030,Fiat Olio Paraflu,"Paraflu è solo Fiat, fatemi rispettare.",-0.39624865849812824
ac1a7c09f7124aa9aa00a5090978dcd8_030,Pioneer Autoradio,Music Music Music Music Music Music Music,-0.527009178610409
ac25feaadc204333a0eba0415e830f7f_030,Lever Div. Della Unil Lux Sapone Con Victoria Principal,"Qual è la donna che non ha cura della sua pelle? Lux, con la sua schiuma cremosa, rende la pelle luminosa e morbida. Ecco perché Lux è la mia prima cura di bellezza. Certo, una bella pelle ti fa essere molto più bella, per questo io uso Lux. Victoria Principal. Usa Lux.",-0.27168271852576215
adf31bc877ab4ccea56eba8e7f7ce0e8_030,Citroen Ax,prova a prendere ehi ma chi sei Citroen Ax sei troppo forte Citroen Ax da lire 9 milioni e 100,-0.8289965057373047
af4221299696463dba146951541983ef_030,Stefanel Abbigliamento sogg. Polo Sud,Stefanel Abbigliamento sogg. Polo Sud Stefanel in scena da protagonisti,-0.3733634352684021
af52d9be882145e581b6514b95ae20e7_015,Nestle’ Cioccoblocco Cioccolato,Cioccolato,-0.7273739406040737
af60b9cadd5c4358ac9674458ef29626_030,Rover 800 Vitesse,chooses to save the day Thank you.,-3.4003067016601562
aff3c6fd24cf4a35b5cebcba1d23e902_015,Fonzies,"E quando è tempo di fare un momento di flusso, siamo fan di Fonzies, ok? Fonzies è divertente, Fonzies è un'origine regionale",-0.6876292561375817
AkGo_grySO4,"Carrera Eyewear, al via il nuovo capitolo della campagna “Drive Your Story”: il nuovo spot",“Drive Your Story” “Drive Your Story” “Drive Your Story”,-0.9176181793212891
AkTaZDYmA5k,Nintendo Switch celebra le feste con un nuovo spot,come spendere in una città i 라는 i e ma se mi inspire for railway musei tr cho haiüğ Nintendo Switch per chi ama condividere.,-4.511880057198661
aLFRxlUY14M,Spot Limoncè 2002 - Ora c'è,Spot Limoncè,-0.6765215992927551
AoysWJLdAcw.s51,Fiat Punto (♪ Musica: Rewind - Vasco Rossi ♪),Fiat Punto,-0.8768946102687291
ApgrsxzGJZk,2006 Pubblicità Italia Uno - McDonald's Happy Meal iZ,IZ IZ IZ IZ IZ IZ IZ IZ,-0.42994990493312024
aRNBW2WBrsY,Il Cagnolino 2024 | Conad,他的歌他動不動酒奶😑 живот暴富 past tense Packed挶懒Duckclick噢,-4.176523081461588
aSCMANpVwQY,DEPARDIEU E I PELATI CIRIO - Spot Tv 2008,"Oh, insuomo, Mario Oh, Giulia Parole e parole Cirio, Passione Verace",-3.658347473144531
AZBcXWpZfEs.s105,sconti Opel (♪ Musica: Bring me to life - Evanescence ♪),"NECK La vita è piena di possibilità, come le mono volume Opel, un successo da festeggiare. Su Zatira, Meriva e Agila, vantaggi fino a 3000 euro, con finanziamento anche a tasso zero. In più solo a dicembre, con Opel tre anni di bollo gratis. Fatti un regalo. NECK NECK Sì, lo voglio. Nuovo Tour X Play Vibrations, l'anello stimolante per momenti di vibrante piacere in farmacia e supermercati. NECK NECK",-0.3640773192695949
AZBcXWpZfEs.s2,profumo J'Adore Dior,Gold is cold Diamonds are dead A limousine is a car Don't pretend Feel what's real That's it J'adore J'adore Dior,-0.4454161946366473
AZBcXWpZfEs.s25,profumo Chanel N°5,dovevo essere l'unica persona al mondo a non sapere chi lei fosse la scomparsa della donna celebre del mondo è meraviglioso qui chi sei? adoro ballare vieni via con me è il nostro sogno e poi se ne andò il suo bacio il suo sorriso il suo profumo,-0.27575456719649466
AZBcXWpZfEs.s49,navigatore satellitare Nuvi Garmin,I look at him baby I'm gonna lay back down Where the blues ain't never gonna worry all wrong or wrong,-0.8486705144246419
AZBcXWpZfEs.s51,profumo Hypnose Lancome,"Angelini Hypnose, il nuovo parfum femminin Lancome",-0.5785871982574463
AZBcXWpZfEs.s64,Home Theatre Bose 3-2-1,Nuovo Bose 3-2-1 serie 2. Il cinema in casa ha solo 990 euro. Bose 3-2-1 come essere a Hollywood.,-0.34497805645591334
AZBcXWpZfEs.s66,Xbox 360 Microsoft,Xiseecta,-3.340878895350865
AZBcXWpZfEs.s71,Disaronno,NECK!,-0.9103836332048688
AZBcXWpZfEs.s75,Asti Cinzano,Cinzano c'è la festa dentro Nuovo Bose 321 serie 2 il cinema in casa ha solo 990 euro Bose 321 come essere a Hollywood,-0.30154480536778766
AZBcXWpZfEs.s76,orologi Breil Tribe,,
AZBcXWpZfEs.s98,Range Rover Sport,S.I.L necessarily loca nata straordinaria Range Rover Sport ник� SPD,-4.09004775337551
AZBcXWpZfEs.s99,telefoni Walkman SonyEricsson,"Yo amo la música, nuevos telefones Walkman SonyEricsson",-0.645257781533634
AZjZPRTXzTg.s8,Renault SuperCinque,SuperCinque SuperA SuperCinque SuperA SuperCinque SuperA SuperCinque SuperA SuperCinque è la nuova Renault Cinque,-0.7280440926551819
b06eb50826db47b485a1ee6a74ac7ed7_015,Standa Promozioni Estate,"Standa, la casa degli italiani",-0.6978711214932528
b0baf4594ee64f60af3815c27d34f8ef_015,Swatch Pop Orologi,In our doors is a,-4.019392013549805
b1b3be62b71d42b78044a6902e7c8e4b_030,Soffass Regina Cartacasa,forte dolce vincente regina forte dolce vincente Soffass la carta più,-0.6190009911855062
b4a62f341d0148808acae447ec8c086b_015,Majorette Sprinter Giocattoli,Sprinter Sprinter Sprinter Sprinter Sprinter Sprinter Sprinter di Majorette,-0.32235914288145123
b4c0a63ae6454ebc81b4b4fd34a1d739_030,Phonola Image Line Tv Colo9r,All'inizio fu la luce e il suono E ora il nuovo tv color Phonola Image Line cattura entrambi nella loro gloria Nuovo Phonola Image Line Phonola Colo9r,-0.25975120768827553
b69747723623451fa75f19fc27dd092c_045,Land Rover Discovery,"We'll be back on the remote. We'll be back on the remote. We'll be back on the remote! One, two, three, four. One, two, three, four.",-1.9784362316131592
b8ysEDtuQRY.s5,Campari,Are you lonesome tonight? Do you miss me tonight? Are you sorry for your mistakes?,-0.4064317632604528
ba13d76bd524477e9b730b30fc8abc66_030,Pirelli Pirelli Gomme Con Sharon Stone,"Pirelli Pirelli Pirelli Pirelli Pirelli Se vuoi brillare, conta davvero",-0.6818580627441406
bad220ff2aff48a5bd8025a910159be2_030,Buitoni Alimentari,"Buon umore che si prende, questo è il mondo buon e grande di Buitoni. Buitoni bentornato al mondo buone.",-0.6829924950232873
bb5cbec05de54c28a522996b854bc926_030,Bayer Baygon Insetticida,"Brotetti con Baygon Dalla Bayer, aerare il locale prima di soggiornarti",-0.7936964511871338
Bc5F7MS65FU,Proraso 'Barbiere a domicilio' Tv advert from 2000,祝福 saute分 MarxAn catsブーブーはっもうラrist,-4.618190220424107
bcd02876958440188e377577e8563c1a_060,Marlboro Adventure Travels Marlboro Adventure ’86,Marlboro Adventure ’86 Marlboro Adventure Marlboro Adventure,-0.6847845077514648
BCis5pnK0gE.s4,bagnodoccia Badedas Oxygen,妳星辻i2 constructed by TaskDoc Wang Avanti ha presentado ¡這邊 Würtermann!,-5.485498428344727
BdMcnNYj_6o,spot Fonzies 2016,la cucaraccia la cucaraccia tira fuori Fonzies Chente,-0.42986575039950287
bE4YrW_yuHM.s22,televisori Mitsubishi,Asszony Hát... StageEast nincsen! Itt mondjam de tem extra remélem betsex ekehez Egy fénybe színんでreg mi Bitte ezt nem van.,-3.760470708211263
bE4YrW_yuHM.s7,Ciak,"Csak, egy títit alá!",-0.860454899924142
bE4YrW_yuHM.s8,caffè Sao,Ciao!,-0.84989013671875
be6fe37daa91405381d86768ba9907cd_015,Sperlari Morbidose Walt Disney Sogg. Bambina Bionda,"Miri, neri, nanna voglio quella... Lundomarno! Capirino, zio, caperoni, capolino le nuove morbidose Oli, eri, pari, tere, corta la sperlari Si, Sperlar, si",-0.638101552327474
bf12fe5cc7bf41f690fa54c93db161cb_030,Ballantine’S Scotch Whisky,"Più conosci lo Scotch, più apprezzi Ballantine’S Più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scotch, più apprezzi lo Scot",-0.39629764556884767
BFnYDBjH-ws.s10,Renault 9 e 11 Tipo Due,"I freni ragazzi, i freni! Renault 9 e Renault 11 Tipo Due Anche lo straordinario, è di serie. Renault 9 e Renault 11 Tipo Due",-0.361106370624743
BJ6ws0vwstc,Spot Vodafone con Megan Gale (Natale 2003),Tu sei la stella e il Natale si accende intorno a te. Entra in Vodafone. La carta ricaricabile costa la metà e in più fino a giugno ogni domenica a Bali Gratis. Il Natale Vodafone è tutto intorno a te. Sottotitoli creati dalla comunità Amara.org,-0.19781884511311848
BkzM0DiyIJk.s3,rubinetterie Zucchetti,"Zucchetti Si chiama Zucchetti da libertà, il mare con l'acqua tutto ci ricerca",-0.7299648920694987
BkzM0DiyIJk.s8,profumo Coco Chanel,"Non, non, non. Si può solo dire sì. Ecco qui. Sì, sì. Sì, sì. Sì, sì. Sì, sì. Sì, sì. Sì, sì. Sì, sì. Sì, sì. Sì, sì. Ecco qui.",-0.8640522573186064
BMq-qeWFp1M,Spot Lancia Musa. Con Carla Bruni (2008),Spot Lancia Musa. Con Carla Bruni. I was five and he was six. We rode on horses made of sticks. He would block and I would wait. He would always win the fight bang bang. He shot me down bang bang. I hit the ground bang bang. That awful sound bang bang. My baby shot me down. New Lancia Musa. Love City in Musin. Discover it. Saturday 26 and Sunday 27.,-0.252868037753635
B-OmG42n-BE,"""Cambia le cose"", il nuovo spot di Wallapop","Non è assurdo che ogni volta che traslochiamo continuiamo a portarci dietro cose che non usiamo tipo tutte quelle tazze. Quanti amici bisogna avere? Ne vogliamo parlare dell'impastatrice comprate in lockdown? Quante volte abbiamo fatto il pane in casa? Due... una! Se le cose non hanno senso, cambia le cose. Su Wallapop vendi tutto quello che non usi e ci guadagni tanto. Inizia vendere con Wallapop!",-0.1452978280874399
Bpsnr8Xy2tU.s100,orologi Fossil,Music,-0.9912494421005249
Bpsnr8Xy2tU.s11,mensile XL La Repubblica,"Musica, hi-tech, tendenze, fumetti, videogame, cinema, viaggi, con Repubblica XL, il primo magazine che ti dà spazio.",-0.33234839969211155
Bpsnr8Xy2tU.s61,profumo Boss Soul,"Boss Soul, la nuova fragranza maschile di Hugo Boss",-0.33609788558062387
Bpsnr8Xy2tU.s71,"album e DVD ""Giorgia MTV Unplugged"" - Giorgia - Sony-BMG","Giorgia MTV Unplugged, il disco ai vertici delle classifiche, finalmente anche in DVD. Giorgia MTV Unplugged, il disco, il DVD. Non perdere l'emozione.",-0.24842530376506303
Bpsnr8Xy2tU.s78,Campari,"Campari, red, purple, yellow, green, yellow, green, yellow, green, yellow, green, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow, yellow,",-0.7031775883265904
Bpsnr8Xy2tU.s86,orologi Everlast,Everlast watches Everlast strong,-0.5440716213650174
Bpsnr8Xy2tU.s90,Farmindustria,When I think about the lies beneath I see an image of the sky Floating clouds of the river And voicing singing The lies in your eyes,-0.3679915876949535
Bpsnr8Xy2tU.s92,Puma,appearance Puma,-3.744724750518799
BROYInb6nxA,"SPOT Brosway 2008 "" Made of Light""    www.filmgood.sm",www.filmgood.sm,-0.5732349819607205
BuoYm9QzpSA,"Oriocenter, il nuovo spot ha per protagonista Manuela Saccardi","ORIO CENTER Oriocenter, selected stores",-0.9798096656799317
bVuZfrEYIYo.s5,Sanbittèr Sanpellegrino,Sanbittèr Sanpellegrino,-0.5127425560584435
bVuZfrEYIYo.s7,Opel Vectra,तुइ जुप्टिप्राइप्रे तुइ जुप्टिप्राइप्रे जुप्टिप्राइप्रे,-0.8667546935000662
bW3w--CI0co,Spot 2017 Maserati Ghibli. Free Your Aspirations,"A presentation republik by喜欢, Thanks!",-5.739022391183036
bXUDNTfTI0w.s34,Magnum 5 sensi Algida,1 Magnum 5 sensi 5 nuove seduzioni in edizione limitata da,-0.7443178558349609
bXUDNTfTI0w.s35,Citroen C1 (♪ Musica: Je t'aime - Federica Felini ♪),Citroen C1 Citroen C1,-0.6323636174201965
bXUDNTfTI0w.s7,"cellulari Nokia 6170, 9300 e 6230i",Queen,-4.183622042338054
Bz5n0c06pgU.s7,abbigliamento Timberland,"Whoever you are, whatever you do, wherever you go, Timberland is your home. Timberland",-0.3717523921619762
bzKRozlmveM,Spot Pubblicita Fiat Stilo   Canale5 2003,"Parole, parole, parole Parole, parole, parole Parole, parole, parole Parole, parole, parole Parole soltanto parole Parole tra noi Che cosa sei? Poche parole, più stilo Parole, parole, parole",-0.20448807307652064
c0feebafab1748e6930f936193be4402_015,Carpano Punt E Mes Amaro,Carpano Punt E Mes Punt E Mes La Alternativa,-0.7265118046810752
C0k-jjf3fYA,Nuovo iPhone 15 Pro,"Il titanio si fa pro. Ai! Scoprilo con la rete Vodafone. Tuo da 15,99 euro al mese se porti il tuo iPhone usato. Neni cazzi Vodafone.",-0.5223015200707221
C0ZlUPcBVNA,pubblicità calzedonia 2006,"She can kill with a smile, she can wound with her eyes And she can ruin your faith with her casual lies And she only reveals what she wants you to see She hides like a child, but she's always a woman to me She's a woman to me",-0.23099936757768905
c2e93d4fcb1843faa92ea2be146fdd40_015,Radio Deejay Radio Deejay,"Jovanotti, Amadeus, Tony Savero tutti i giorni su Radio Deejay Network in FM nella tua città",-0.35372964797481415
c331194bc5d34b16bdc5bd9ad9e90618_015,Bauli Colomba,fresca fresca dal forno del signor Bauli arriva la fragrante colomba di Pasqua oggi anche al Cointreau e al cioccolato buona la Pasqua più buona con Bauli,-0.27234541695072967
c3e9cde4bdcf491dbdcf789535dc93cc_045,Star Tea Con Nicoletta Elmi,"Transferito da una can جاء Sharon Tè Star, una tazza di tè, una fetta di mondo.",-4.708847999572754
c412b9fc0e7644919f0063cb925e38ba_030,Palmera Tonno,Palmera Tonno Palmera all'olio d'oliva Palmera la forza del sapore,-0.4097341166602241
c616cUHUj5A,"Spot ""Puma"" (2006)","As the evidence most clearly shows, after your visit in these countries, there has been a remarkable change in the standard of play and enthusiasm for football. And what were in those packages? You surely cannot expect us to believe that you were only handing over these boots. Sir, it doesn't make sense. Welcome to football. Welcome to football.",-0.1972469937974128
